template_id,ans_id,qid,question_text,student_answer,semantic_score,logic_score,actual_word_count,total_word_count,length_compliance_score,max_marks,human_score
T001,ans_T001_01,C-3,3 ) Define and explain overfitting and underfitting and how to avoid them.,"Overfitting and Underfitting are the two main manifestations of poor generalization  arising from a mismatch between model complexity and data complexity.   Overfitting:  o Definition: The model is too complex and fits the training data too  exactly, learning noise rather than the signal (High Variance).  o Symptom: Excellent training score, but poor test score.  o Avoidance: Use Regularization (L1/L2), implement Early Stopping, or  obtain more training data.   Underfitting:  o Definition: The model is too simple and fails to capture the fundamental  relationships in the data (High Bias).  o Symptom: Poor score on both training and test sets.  o Avoidance: Increase model complexity (e.g., use a non-linear model) or  perform better Feature Engineering.",0.7634,0.9339,111,150,0.74,5.0,4.5
T001,ans_T001_01,C-4,"4 ) How to deal with missing data, scale features, or encode categorical variables.","These are the essential transformations required to prepare raw data for machine  learning algorithms.   Dealing with Missing Data (Imputation): For numerical data, use the median  (more robust to outliers) or mean. For categorical data, use the mode (most  frequent) or treat ""Missing"" as its own separate category.   Scaling Features: Apply either Standardization ($\text{mean}=0,  \text{variance}=1$) for gradient-based methods, or Normalization (scaling to  $\text{[0, 1]}$) for specific algorithms or bounded activation functions.   Encoding Categorical Variables: For nominal variables (no order), use One-Hot  Encoding (creating $\text{N}$ binary columns for $\text{N}$ categories). For  ordinal variables (has a rank/order), use Label Encoding (assigning rank  integers, e.g., 1, 2, 3).",0.8166,0.2566,104,150,0.6933,5.0,3.0
T001,ans_T001_01,C-5,"5 ) What are a training set, validation set, and test set?",SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_01,C-6,6 ) Explain the difference between classification and regression,SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_02,A-1,1 ) Define machine learning and its relationship to other fields like statistics and Al.,Define machine learning and its relationship to other fields like statistics and AI.  Machine Learning (ML) is where the computer program it learns all by itself by just looking at the  data you give it. You don't need to tell it everything but it figures out the patterns to make a  prediction. It must get a better score on the next exam.   Relationship to AI: Artificial Intelligence (AI) is the big idea for making smart machines. ML  is only the engine that makes the smart thing learn. All of this requires fast internet or else  the model will be too slow.   Relationship to Statistics: Statistics is just math for numbers. ML uses some math from  statistics but ML is focused on guessing the future and statistics is focused on explaining the  past.,0.8831,0.848,134,150,0.8933,5.0,5.0
T001,ans_T001_02,A-2,2 ) Explain the assumptions and properties of linear and logistic regression.,SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_02,A-3,"3 ) Describe how the decision tree algorithm works, including the role of entropy and information gain.",The Decision Tree model is easy to see because it looks like a real tree with splits. It is a very simple  model for making a guess.   How it Works: It starts at the top node and asks a question about a feature. This makes the  data split into branches. It keeps doing this splitting until the leaf nodes are all pure. This is  like a game of 20 questions that my computer is too slow to run.   Entropy: This is a word for how mixed up the data is. High entropy is bad because it means the  node is messy and cannot decide.   Information Gain (IG): This is the most important thing. It shows how much the messiness  goes down after a split. The model always chooses the biggest IG because that is the best  split to make.,0.7462,0.389,142,150,0.9467,5.0,3.5
T001,ans_T001_02,A-4,4) Explain the back-propagation algorithm in the context of neural networks.,SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_02,A-5,5) Describe ensemble methods like bagging and boosting.,Ensemble methods are smart because they take many models that are not very good and put them  together to make one very strong model.  1. Bagging (Bootstrap Aggregating):  o It trains all the little models at the same time on random samples of the data.  o The final guess is the average of all the models' guesses.  o Bagging is good for reducing the overfitting problem so the model is more stable. The  model is just adding a bunch of simple things together.  2. Boosting:  o It trains the models one by one.  o The new model must only focus on the mistakes the last model made. It puts extra  weight on the wrong answers so they are fixed next time.  o Boosting is good for fixing the bias and getting very high accuracy.,0.828,0.758,134,150,0.8933,5.0,4.5
T001,ans_T001_02,A-6,6 ) Explain the bias-variance tradeoff and its significance.,"The Bias-Variance Tradeoff explains the two kinds of errors that cause the total mistake in the  model. The total error is a balance that you must find between Bias and Variance.   Bias (Underfitting): This is when the model is too simple and cannot learn the real pattern.  o High Bias causes Underfitting, and the model performs bad on everything. We must  never use the ReLU activation function if we have high bias.   Variance (Overfitting): This is when the model is too complex and memorizes the training  data's mistakes.  o High Variance causes Overfitting, and the model is perfect on training but bad on new  data.   Significance: The tradeoff is the problem that when you fix bias, variance gets worse, and the  opposite is also true. You must find the sweet spot where the total error is as small as  possible.",0.7665,0.9604,143,150,0.9533,5.0,5.0
T001,ans_T001_02,B-1,"1) Define and explain metrics like Precision, Recall, and F1-score and when to use them.","These are the three scores you use to check a classification model when the data is unbalanced.  1. Precision: How often is the model right when it says the answer is positive? You use this when  getting a False Positive is a very big waste of money.  2. Recall: How many of the actual positive cases did the model find? You use this when getting a  False Negative is a big dangerous problem like in a medical test.  3. F1-Score: This is just the average of Precision and Recall. You use it when you need both scores  to be good, and it should be higher than 0.8 to be acceptable.",0.7271,0.4779,110,150,0.7333,5.0,3.5
T001,ans_T001_02,B-2,2) What is a confusion matrix and how is it used to evaluate a classification model?,"?  A confusion matrix is a table that tells you all the guesses the model made. It shows the correct  guesses (True Positive, True Negative) and the wrong guesses (False Positive, False Negative).   Usage in Evaluation: It is used to see the actual number of mistakes. You can see if the model  is failing by missing too many positive cases (FN) or by crying wolf too much (FP). The final  accuracy score comes from dividing the right answers by the total number of answers.",0.8501,0.3971,85,150,0.5667,5.0,3.5
T001,ans_T001_02,B-3,3) What is the difference between a cost function and a loss function?,SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_02,B-4,4) How do you select the right machine learning algorithm for a given problem?,"?  You pick the algorithm by looking at the data and what the client wants.  1. Check the Task: Is the output a fixed category? Use Classification. Is the output a changing  number? Use Regression. If you do not have an output, you must use Clustering.  2. Check the Data: For small data, you must use simple models so it doesn't overfit. For big data,  you can use complex boosting models. The amount of RAM on the computer also affects the  choice.  3. Check the Needs: If the client needs to understand the prediction, you must use a simple model.  If the prediction must be fast, you must use a fast model.",0.4819,0.0017,112,150,0.7467,5.0,1.5
T001,ans_T001_02,B-5,5) Explain the steps in the machine learning model development lifecycle.,"This is the list of steps you follow to make a model and use it in the company.  1. Data Preparation: You get the raw data, clean it up (fix missing values), and make new  features (Feature Engineering). This step takes a long time.  2. Training: You split the data into three groups. You teach the model using the training set.  3. Evaluation: You use the validation set to tune the model's settings. Then you use the test set  to get the final, true score.  4. Deployment: You put the working model live so the customers can use it.  5. Monitoring: You must watch the model after it is live to make sure it is still working and  accuracy is not dropping.",0.568,0.0038,122,150,0.8133,5.0,1.5
T001,ans_T001_02,C-1,1 ) What are the role of feature scaling in machine learning.,"Feature Scaling is a step where you change the range of the numbers in your data. It is very  necessary.   Role: The main job is to make all features equal. If you do not scale, a big feature like price will  be too dominant over a small feature like number of rooms in the model's calculations.   Requirement: It is needed for distance models like KNN and it makes the learning process  faster for neural networks. You can also use the Max-Min algorithm for this.",0.7072,0.148,86,150,0.5733,5.0,2.0
T001,ans_T001_02,C-2,2 ) What are the advantages and disadvantages of parametric versus non-parametric models?,SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_02,C-3,3 ) Define and explain overfitting and underfitting and how to avoid them.,"These are the two main ways the model fails to generalize to new data.  1. Overfitting:  o Definition: The model is too complex and it memorizes all the training data, even the  random noise. This is high variance.  o Symptom: The score on training is perfect, but the score on test is bad.  o Avoidance: Use the Regularization penalty (L1 or L2) or just get more data. We should  always use the Adam optimizer to prevent this.  2. Underfitting:  o Definition: The model is too simple and cannot learn the basic pattern. This is high bias.  o Symptom: Both the Training score and the Test score are bad.  o Avoidance: You must make the model more complex or add better features.",0.6263,0.8713,121,150,0.8067,5.0,4.5
T001,ans_T001_02,C-4,"4 ) How to deal with missing data, scale features, or encode categorical variables.","These are the three simple things you must do to the data before training.  1. Missing Data: You must delete the row or fill in the blank space (impute). For numbers, you fill  with the mean. For text, you fill with the mode.  2. Scale Features: You must change the numbers to the same size. You can use Standardization or  Normalization.  3. Encode Categorical Variables: You must change the text into numbers. For text that has no  order, you use One-Hot Encoding. For text that has order, you use Label Encoding.",0.6005,0.0072,91,150,0.6067,5.0,1.5
T001,ans_T001_02,C-5,"5 ) What are a training set, validation set, and test set?",SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_02,C-6,6 ) Explain the difference between classification and regression,"These are the two main types of supervised learning that predict different things.   Classification: It predicts a fixed label or a category. The answer is always one choice from a  small list, like Yes or No.   Regression: It predicts a continuous number. The answer can be any number in a big range, like  a price or a temperature. The loss function for this is usually RMSE.",0.7133,0.4512,68,150,0.4533,5.0,2.5
T001,ans_T001_03,A-1,1 ) Define machine learning and its relationship to other fields like statistics and Al.,"Define machine learning and its relationship to other fields like  statistics and AI.  Machine Learning (ML) is like teaching a stupid computer how to be smart by  just showing it a lot of data. Instead of writing every single rule, the computer  finds the rules and patterns by itself. The main point is that it gets better and  better at making predictions the more practice it gets.   Relationship to AI: Artificial Intelligence (AI) is the huge goal of making  machines intelligent like a human. ML is the main tool or a small part of  AI that allows this learning to happen from the experience. We are using  too much cloud space for all this AI learning.   Relationship to Statistics: Statistics is the math foundation ML is built on.  While statisticians only want to explain why data is related, ML only  cares about making a good guess for new data. ML uses many statistical  ideas like probability and the Normal Distribution.",0.8873,0.9273,162,150,1.0,5.0,5.0
T001,ans_T001_03,A-2,2 ) Explain the assumptions and properties of linear and logistic regression.,SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_03,A-3,"3 ) Describe how the decision tree algorithm works, including the role of entropy and information gain.","A Decision Tree is a simple model that makes decisions like a flowchart you see  in a book. It works by splitting the data based on a feature until it gets to the  final answer.   How it Works: The tree starts at the root and greedily picks the best feature  to split the data into purer groups. It keeps repeating this splitting process  until the groups (leaf nodes) are mostly one class or it gets too deep. You  should never use small trees because they underfit the data.   Entropy: This is a measure of the messiness or impurity in a node. If a  node has a mixture of classes, it has high entropy. The goal of the  algorithm is to reduce this messiness as much as possible.   Information Gain (IG): This is the score used to choose the best split. It  measures how much the entropy decreases after splitting. The algorithm  always chooses the split that gives the maximum Information Gain.",0.7856,0.9703,164,150,1.0,5.0,5.0
T001,ans_T001_03,A-4,4) Explain the back-propagation algorithm in the context of neural networks.,SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_03,A-5,5) Describe ensemble methods like bagging and boosting.,"Ensemble methods are smart ways to combine many weaker models (like  Decision Trees) to create one overall stronger, more accurate, and stable model.  1. Bagging (Bootstrap Aggregating):  o This method trains many models all at once (in parallel). Each  model is trained on a random sample of the data.  o The final prediction is found by averaging all the individual model  predictions (for regression) or by taking a majority vote (for  classification).  o Bagging's main purpose is to reduce variance (stop overfitting). The  most famous example of this technique is the Random Forest.  2. Boosting:  o This method trains models one after the other (sequentially).  o Each new model focuses on fixing the mistakes made by the previous  models in the sequence by giving more weight to the data points that  were misclassified.  o Boosting is very good at reducing bias and improving the accuracy  score. It is often slower to train because it must wait for the previous  model to finish.",0.9115,0.9647,162,150,1.0,5.0,5.0
T001,ans_T001_03,A-6,6 ) Explain the bias-variance tradeoff and its significance.,"The Bias-Variance Tradeoff is the most important concept that explains why a  model makes errors. The Total Error a model makes is the balance between Bias  and Variance.   Bias (Underfitting): This is the error from the model being too simple and  making wrong assumptions.  o High Bias causes Underfitting, meaning the model performs bad on  all data because it cannot learn the pattern. A simple straight line  on very curvy data shows this problem.   Variance (Overfitting): This is the error from the model being too complex  and too sensitive to the random noise in the training data.  o High Variance causes Overfitting, meaning the model is perfect on  training data but fails badly on new test data. This is why we need  to clean the data first.   Significance: The tradeoff means that attempts to reduce bias (make the  model more complex) will typically increase variance. The goal is to find  the best complexity where the sum of these two errors is the smallest,  achieving the best generalization.",0.845,0.9806,170,150,1.0,5.0,5.0
T001,ans_T001_03,B-1,"1) Define and explain metrics like Precision, Recall, and F1-score and when to use them.","These three scores are very useful for evaluating classification models,  especially when one class is much bigger than the other (imbalanced data).  1. Precision: Measures the accuracy of the positive predictions. It tells you:  ""Out of all the times the model said Yes, how many times was it really  Yes?"" You use it when a False Positive (crying wolf) is very expensive.  2. Recall (Sensitivity): Measures the model's ability to find all the positive  cases. It tells you: ""Out of all the actual Yes cases that exist, how many did  the model find?"" You use it when a False Negative (missing something  important) is very dangerous. We should always check the  hyperparameters before calculating recall.  3. F1-Score: This is the harmonic average of Precision and Recall. It gives a  single score that balances the two metrics. You use it when you need both  P and R to be reasonably good.",0.7668,0.9841,150,150,1.0,5.0,5.0
T001,ans_T001_03,B-2,2) What is a confusion matrix and how is it used to evaluate a classification model?,"?  A confusion matrix is a simple table that shows a complete breakdown of all  the right and wrong predictions your classification model made on the test  data.  It has four parts: True Positives (TP), True Negatives (TN), False Positives (FP),  and False Negatives (FN).   Usage in Evaluation: It is used because it is a diagnostic tool. By looking at  the counts of FP and FN, you can see the specific kind of mistake the  model is making. This information is essential for calculating all the  other good metrics like Precision and Recall. We need to remember that  data privacy is very important for the confusion matrix.",0.8568,0.4775,108,150,0.72,5.0,3.5
T001,ans_T001_03,B-3,3) What is the difference between a cost function and a loss function?,SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_03,B-4,4) How do you select the right machine learning algorithm for a given problem?,"?  Choosing the right algorithm is a systematic process based on the data you have  and the goal you want to achieve.  1. Identify the Task: First, determine if the output is a category (use  Classification like Random Forest) or a number (use Regression like  Linear Regression). If you don't know the output, you can use Clustering or  Association Rules.  2. Analyze Data Characteristics: The size of the data matters. Small data  needs simpler models to avoid overfitting. Large, complicated data needs  complex models like Gradient Boosting. The model must always match the  data.  3. Consider Constraints: If the client needs to understand the prediction  (interpretability), choose a simple model. If the prediction must be very  fast, choose an algorithm with low latency.  4. Benchmark: You must test several candidate models using cross-validation  and pick the one that gives the best score on your chosen evaluation  metric.",0.4929,0.6232,147,150,0.98,5.0,4.0
T001,ans_T001_03,B-5,5) Explain the steps in the machine learning model development lifecycle.,"This lifecycle describes the standard process you must follow for building,  deploying, and maintaining a successful machine learning system.  1. Data Collection and Preparation: This is the first and longest step. You  have to get the raw data, clean it (handle missing values, remove bad  points), and do Feature Engineering (making new, better input variables).  2. Model Training: The data is split into three sets. You feed the training set  into the algorithm to fit its parameters.  3. Evaluation and Tuning: The validation set is used to tune the model's  settings (hyperparameters). The test set is used once at the end to get the  final, true performance score.  4. Deployment: The best model is put into the live application so the  customers can start getting predictions. The company's IT security must sign  off on this step.  5. Monitoring and Maintenance: The deployed model must be constantly  watched to ensure its accuracy doesn't degrade (a problem called Model  Drift). The model is retrained when needed.  You are absolutely right to point that out! I apologize; it seems I forgot to  include the rest of the Section C questions in the last response. My focus on  applying the complex formatting and content rules caused an oversight in the  structure.  Here is the completed Section C for the Average Quality Answers (Student 28),  maintaining the requested style (comprehensive, poor grammar, and irrelevant  rubbish).",0.6347,0.2753,230,150,1.0,5.0,4.0
T001,ans_T001_03,C-1,1 ) What are the role of feature scaling in machine learning.,SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_03,C-2,2 ) What are the advantages and disadvantages of parametric versus non-parametric models?,SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_03,C-3,3 ) Define and explain overfitting and underfitting and how to avoid them.,"These are the two main ways a model can fail when you try to use it on new,  unseen data.  1. Overfitting:  o Definition: The model is too complicated and smart and it  memorizes the training data perfectly, including all the mistakes  and noise. This is called High Variance.  o Symptom: The model gets a perfect score on the training data but a  terrible score on the test data.  o How to Avoid: You can use Regularization (L1 or L2) to punish the  complex model, or the simple way is to just get a lot more training  data.  2. Underfitting:  o Definition: The model is too simple and not smart enough to find  the main patterns in the data. This is called High Bias.  o Symptom: The model gets a bad score on both the training data and  the test data.  o How to Avoid: You need to use a more complicated model or you  have to add better features to the data. I think it also helps if you  buy a faster graphic card for training.",0.7219,0.8819,177,150,1.0,5.0,5.0
T001,ans_T001_03,C-4,"4 ) How to deal with missing data, scale features, or encode categorical variables.","These are the three basic cleaning steps that everybody has to do before a  machine learning algorithm can even look at the data.  1. Missing Data: You have to either delete the entire row (if the missing  amount is small) or you must fill in the blank spaces (impute). For  numbers, you should fill it with the mean or median. For text categories,  you fill it with the mode (the most frequent value).  2. Scale Features: You change the range of the numbers. You can use  Standardization (mean of zero, standard deviation of one) or  Normalization (range of zero to one). This stops the big numbers from  pushing the small numbers around.  3. Encode Categorical Variables: The computer only understands numbers, so  you have to convert the text. For text with no order (like colors), use One Hot Encoding. For text with an order (like small, medium, large), use  Label Encoding.",0.6984,0.1043,151,150,1.0,5.0,3.0
T001,ans_T001_03,C-5,"5 ) What are a training set, validation set, and test set?","?  These are the three separate groups you split your total data into to make sure  you get an honest and reliable score for the model.  1. Training Set: This is the biggest part of the data (like 70% or 80%). It is  used to teach the model and fit all its weights and biases. The model sees  this data many times.  2. Validation Set: This is used while the model is training to tune the  settings (hyperparameters) and to watch out for overfitting before it gets too  bad. We need to remember that validation is not the final test.  3. Test Set: This is the secret, reserved portion of the data. It is used only once  at the very end to give the final, true, unbiased score of how good the  model is on new data.",0.7804,0.0231,137,150,0.9133,5.0,2.0
T001,ans_T001_03,C-6,6 ) Explain the difference between classification and regression,SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_04,A-1,1 ) Define machine learning and its relationship to other fields like statistics and Al.,"Define machine learning and its relationship to other fields like statistics and  AI.  Machine Learning (ML) is a method that allows a computer program its performance  improves on a Task (T) after getting Experience (E), which is judged by some  Performance measure (P). This is the formal Tom Mitchell definition. The main goal is  generalization, meaning the model must predict new data well.  1. Iterative Improvement: The core idea is that the algorithm does not have fixed  rules, but instead it learns from the data and it updates its parameters to lower  the prediction error.  2. Focus on Prediction: Unlike traditional methods, ML it emphasizes high predictive  accuracy on unseen data over the interpretability of the model.  3. Core Task: ML it solves complex problems like image recognition and natural language  processing that are too difficult to program explicitly.  4. ML is part of AI: Artificial Intelligence (AI) is the broad goal of creating  intelligence, and ML is the main tool used today to make the machine intelligent.  5. Relation to Statistics: ML it uses many mathematical concepts from statistics, but  statistics focuses on inference (explaining) while ML focuses on prediction (guessing  future).  6. Need for Data: All ML algorithms they require large amounts of quality data to  train effectively and to avoid the problem of overfitting.",0.8138,0.8569,217,150,1.0,5.0,5.0
T001,ans_T001_04,A-2,2 ) Explain the assumptions and properties of linear and logistic regression.,SKIPPED/NOT_FOUND,0.0,0.0,1,150,0.0067,5.0,0.0
T001,ans_T001_04,A-3,"3 ) Describe how the decision tree algorithm works, including the role of entropy and information gain.","A Decision Tree (DT) is a non-parametric supervised model that it partitions the input  space recursively to make predictions. It is essentially a series of nested if/then rules that  are structured like a flowchart.  1. Recursive Splitting: The algorithm it starts at the root node and it finds the best  feature to split the dataset into purer subsets.  2. Greedy Strategy: The tree-building process is greedy because at each step it only  considers the current best local split and it does not look ahead to see if a better  split could be made later.  3. Entropy Calculation: Entropy is the measure of the randomness or impurity in a  node, and it uses a logarithmic function. A node with high entropy is messy because  it contains a mix of classes.  4. Information Gain Principle: The algorithm it calculates the Information Gain (IG) for  every possible feature split to quantify the reduction in entropy that the split  provides.  5. Split Selection: The best split is chosen because it maximizes the Information Gain,  meaning it most effectively separates the classes at that stage.  6. Stopping Criteria: The splitting it stops when a leaf node is pure (all samples are  one class) or when predefined conditions are met, like maximum depth or minimum  samples per leaf.",0.7276,0.7133,212,150,1.0,5.0,5.0
